"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"utils","readline",4,26,149,29,12,19.46308724832215,"Key.name,Key.ctrl,Key,Key.meta",""
"utils","node:path",3,7,149,29,12,19.46308724832215,"node:path",""
"utils","@types/path",2,5,149,29,12,19.46308724832215,"path.PlatformPath.sep",""
"utils","fs",2,2,149,29,12,19.46308724832215,"Stats.isFile,Stats.isDirectory",""
"utils","picocolors",1,39,149,29,12,19.46308724832215,"picocolors",""
"utils","types",1,2,149,29,12,19.46308724832215,"Formatter",""
"build","node",1,1,7,1,1,14.285714285714286,"version",""
"routeModules","@types/react",12,170,21,3,1,14.285714285714285,"React.FunctionComponent,React.ReactElement,React.ComponentClass",""
"fog-of-war","@types/react",1,1,8,1,1,12.5,"React.useEffect",""
"react-router","@types/react",31,79,178,19,4,10.674157303370787,"React.FunctionComponentElement,React.Context.Provider,React.createElement,React.ProviderProps,React.ReactNode,React.ReactElement,React.Fragment,React.FunctionComponent,React.ComponentClass,React.Context,React.createContext,React.useEffect",""
"react-router","dist",7,33,178,19,4,10.674157303370787,"parse,serialize,Cookies.name,StringifyOptions,ParseOptions,SerializeOptions",""
"react-router","async_hooks",4,4,178,19,4,10.674157303370787,"AsyncLocalStorage.getStore",""
