"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.ComponentClass,React.FunctionComponent,React.ReactNode",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,".promises,node:fs",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"cursor,cursor.to,erase.line,erase,erase.lines",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,"readdir,.mkdir,.stat",""
"utils","readline",4,26,149,29,12,19.46308724832215,"Key.name,Key.ctrl,Key.meta,Key",""
"utils","node:path",3,7,149,29,12,19.46308724832215,"node:path",""
"utils","@types/path",2,5,149,29,12,19.46308724832215,"path.PlatformPath.sep",""
"utils","fs",2,2,149,29,12,19.46308724832215,"Stats.isDirectory,Stats.isFile",""
"utils","picocolors",1,39,149,29,12,19.46308724832215,"picocolors",""
"utils","types",1,2,149,29,12,19.46308724832215,"Formatter",""
"build","node",1,1,7,1,1,14.285714285714286,"version",""
"fog-of-war","@types/react",1,1,7,1,1,14.285714285714286,"React.useEffect",""
"routeModules","@types/react",12,86,21,3,1,14.285714285714285,"React.ReactElement,React.FunctionComponent,React.ComponentClass",""
"react-router","@types/react",31,79,179,19,4,10.614525139664805,"React.createElement,React.FunctionComponentElement,React.Context.Provider,React.ProviderProps,React.Fragment,React.ComponentClass,React.FunctionComponent,React.ReactElement,React.ReactNode,React.createContext,React.Context,React.useEffect",""
"react-router","dist",7,19,179,19,4,10.614525139664805,"ParseOptions,StringifyOptions,SerializeOptions,serialize,Cookies.name,parse",""
"react-router","async_hooks",4,4,179,19,4,10.614525139664805,"AsyncLocalStorage.getStore",""
