"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.18.1/route-module-annotations","route-module-annotations","embeddingsHashGNN","0.9185586869716644,-1.2247449159622192,0.6123724579811096,-0.3061862289905548,0.3061862289905548,0.3061862289905548,1.530931144952774,0,1.530931144952774,0.6123724579811096,1.8371173739433289,0.3061862289905548,-1.2247449159622192,-0.6123724579811096,1.8371173739433289,0.9185586869716644,-0.6123724579811096,0.9185586869716644,0.6123724579811096,0.3061862289905548,0.6123724579811096,0.9185586869716644,0.6123724579811096,1.2247449159622192,0.6123724579811096,0.3061862289905548,0.3061862289905548,-0.3061862289905548,-0.9185586869716644,-1.530931144952774,-1.530931144952774,0.9185586869716644",""
"react-router-7.18.1/route-module","route-module","embeddingsHashGNN","0.6123724579811096,-0.9185586869716644,-0.3061862289905548,0.3061862289905548,0.3061862289905548,-0.9185586869716644,0.9185586869716644,0,0,0.3061862289905548,1.2247449159622192,0,-1.2247449159622192,-0.6123724579811096,1.2247449159622192,0.3061862289905548,0,1.530931144952774,0.9185586869716644,0,0.3061862289905548,0,1.2247449159622192,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0,0,-0.9185586869716644,-1.8371173739433289,-1.530931144952774,0.9185586869716644",""
"react-router-7.18.1/serializes-to","serializes-to","embeddingsHashGNN","-0.3061862289905548,0,0.3061862289905548,-0.3061862289905548,-1.530931144952774,0,0.6123724579811096,-0.9185586869716644,1.2247449159622192,-0.3061862289905548,0.9185586869716644,0,-0.6123724579811096,0.3061862289905548,1.530931144952774,1.8371173739433289,-0.3061862289905548,0.9185586869716644,0.3061862289905548,-1.530931144952774,0.6123724579811096,1.2247449159622192,0,-0.6123724579811096,-0.6123724579811096,0,1.2247449159622192,0.3061862289905548,0,-1.2247449159622192,-0.9185586869716644,0.6123724579811096",""
"react-router-7.18.1/utils","utils","embeddingsHashGNN","0.9185586869716644,-0.9185586869716644,0,0,0.6123724579811096,0,0.9185586869716644,-0.9185586869716644,0.3061862289905548,0.9185586869716644,0.6123724579811096,0.3061862289905548,-0.9185586869716644,-0.3061862289905548,0.3061862289905548,0.3061862289905548,0.3061862289905548,1.2247449159622192,0.6123724579811096,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,0.3061862289905548,1.2247449159622192,0,0.3061862289905548,-0.3061862289905548,-1.530931144952774,-1.530931144952774,0.9185586869716644",""
"react-router-7.18.1/flatten","flatten","embeddingsHashGNN","-0.6123724579811096,0.3061862289905548,0.3061862289905548,1.530931144952774,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,-0.6123724579811096,0.6123724579811096,0,2.1433036029338837,-0.9185586869716644,0,-1.530931144952774,0,0,0.6123724579811096,0.6123724579811096,0.6123724579811096,0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.6123724579811096,-1.2247449159622192,0.3061862289905548,-0.3061862289905548,0.6123724579811096,0,-0.6123724579811096,-0.3061862289905548,-1.2247449159622192,0.6123724579811096",""
"react-router-7.18.1/turbo-stream","turbo-stream","embeddingsHashGNN","0,0.3061862289905548,0,1.530931144952774,0,-0.3061862289905548,1.2247449159622192,-0.9185586869716644,0.6123724579811096,-0.9185586869716644,1.2247449159622192,-0.3061862289905548,-0.3061862289905548,-1.2247449159622192,0.6123724579811096,0.3061862289905548,0,1.8371173739433289,1.8371173739433289,0.3061862289905548,-0.3061862289905548,1.2247449159622192,1.2247449159622192,-0.9185586869716644,0.9185586869716644,-0.6123724579811096,0.6123724579811096,-0.3061862289905548,-1.2247449159622192,-0.6123724579811096,-1.8371173739433289,0",""
"react-router-7.18.1/unflatten","unflatten","embeddingsHashGNN","0,-0.3061862289905548,0.6123724579811096,0.9185586869716644,-0.3061862289905548,0,0.6123724579811096,-0.3061862289905548,0.6123724579811096,-1.530931144952774,1.2247449159622192,-0.9185586869716644,-0.3061862289905548,-0.9185586869716644,0.6123724579811096,0.6123724579811096,0.6123724579811096,0.9185586869716644,1.2247449159622192,0.3061862289905548,-0.9185586869716644,1.530931144952774,0.6123724579811096,-0.9185586869716644,-0.6123724579811096,-0.3061862289905548,1.530931144952774,0,-0.3061862289905548,-0.6123724579811096,-1.8371173739433289,0.6123724579811096",""
"react-router-7.18.1/utils","utils","embeddingsHashGNN","-0.6123724579811096,0.3061862289905548,0.6123724579811096,1.530931144952774,-0.6123724579811096,-0.6123724579811096,0.3061862289905548,0,0.6123724579811096,-0.3061862289905548,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,-1.2247449159622192,0,0.3061862289905548,0,0.9185586869716644,0.9185586869716644,0,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.9185586869716644,0,-0.6123724579811096,0.6123724579811096,-0.3061862289905548,-0.6123724579811096,0,-1.530931144952774,0.9185586869716644",""
"react-router-7.18.1/defineRoutes","defineRoutes","embeddingsHashGNN","0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-0.6123724579811096,0,1.2247449159622192,0,-0.9185586869716644,0,-0.6123724579811096,0.3061862289905548,0,-0.6123724579811096,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,0.3061862289905548,0.6123724579811096,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.6123724579811096,0",""
"react-router-7.18.1/manifest","manifest","embeddingsHashGNN","0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-0.6123724579811096,0,1.2247449159622192,0,-0.9185586869716644,0,-0.6123724579811096,0.3061862289905548,0,-0.6123724579811096,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,0.3061862289905548,0.6123724579811096,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.6123724579811096,0",""
"react-router-7.18.1/normalizeSlashes","normalizeSlashes","embeddingsHashGNN","0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-0.6123724579811096,0,1.2247449159622192,0,-0.9185586869716644,0,-0.6123724579811096,0.3061862289905548,0,-0.6123724579811096,0,0.3061862289905548,-0.6123724579811096,0.6123724579811096,0.3061862289905548,0.6123724579811096,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.6123724579811096,0",""
"react-router-7.18.1/cli","cli","embeddingsHashGNN","0.3061862289905548,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,0,0,-0.3061862289905548,0,0,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0,0.3061862289905548,-0.3061862289905548,0.6123724579811096,0.3061862289905548,0,0.6123724579811096,0,-0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/react-router-express","react-router-express","embeddingsHashGNN","-0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548,0,-0.6123724579811096,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,0,-0.6123724579811096,0,-0.3061862289905548,-0.3061862289905548,-0.9185586869716644,0,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/server","server","embeddingsHashGNN","-0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548,0,-0.6123724579811096,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0,0,0.3061862289905548,0,-0.6123724579811096,0,-0.3061862289905548,-0.3061862289905548,-0.9185586869716644,0,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/flatRoutes","flatRoutes","embeddingsHashGNN","0.3061862289905548,0,-1.2247449159622192,0.3061862289905548,-0.3061862289905548,0,0.6123724579811096,0.9185586869716644,0.3061862289905548,0.3061862289905548,0,0,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,-1.2247449159622192,0.9185586869716644,-0.3061862289905548,-1.8371173739433289,0.6123724579811096,0,0.9185586869716644,0,-0.6123724579811096,0.9185586869716644,0,1.2247449159622192,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/react-router-fs-routes","react-router-fs-routes","embeddingsHashGNN","0.3061862289905548,0,-1.2247449159622192,0.3061862289905548,-0.3061862289905548,0,0.6123724579811096,0.9185586869716644,0.3061862289905548,0.3061862289905548,0,0,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,-1.2247449159622192,0.9185586869716644,-0.3061862289905548,-1.8371173739433289,0.6123724579811096,0,0.9185586869716644,0,-0.6123724579811096,0.9185586869716644,0,1.2247449159622192,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/manifest","manifest","embeddingsHashGNN","0.3061862289905548,0,-1.2247449159622192,0.3061862289905548,-0.3061862289905548,0,0.6123724579811096,0.9185586869716644,0.3061862289905548,0.3061862289905548,0,0,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,-1.2247449159622192,0.9185586869716644,-0.3061862289905548,-1.8371173739433289,0.6123724579811096,0,0.9185586869716644,0,-0.6123724579811096,0.9185586869716644,0,1.2247449159622192,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/normalizeSlashes","normalizeSlashes","embeddingsHashGNN","0.3061862289905548,0,-1.2247449159622192,0.3061862289905548,-0.3061862289905548,0,0.6123724579811096,0.9185586869716644,0.3061862289905548,0.3061862289905548,0,0,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,-1.2247449159622192,0.9185586869716644,-0.3061862289905548,-1.8371173739433289,0.6123724579811096,0,0.9185586869716644,0,-0.6123724579811096,0.9185586869716644,0,1.2247449159622192,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.3061862289905548",""
"react-router-7.18.1/cli","cli","embeddingsHashGNN","0,0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,0.3061862289905548,0,0,0,-0.6123724579811096,0.3061862289905548,0,0,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,0,0,0.3061862289905548,0,0.3061862289905548,0,0.3061862289905548,0.3061862289905548,0,0,0.3061862289905548,-0.3061862289905548,-0.6123724579811096,0.6123724579811096",""
"react-router-7.18.1/copy-template","copy-template","embeddingsHashGNN","0.6123724579811096,-0.9185586869716644,-0.6123724579811096,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,1.2247449159622192,0.9185586869716644,-0.9185586869716644,0.6123724579811096,0.3061862289905548,0.6123724579811096,-0.9185586869716644,-0.9185586869716644,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,1.2247449159622192,-0.9185586869716644,0.9185586869716644,0,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,-1.530931144952774,1.2247449159622192",""
"react-router-7.18.1/create-react-router","create-react-router","embeddingsHashGNN","0.9185586869716644,-0.9185586869716644,-0.6123724579811096,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,1.2247449159622192,0.9185586869716644,-0.6123724579811096,0.3061862289905548,0.3061862289905548,0.9185586869716644,-0.6123724579811096,-0.9185586869716644,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548,0,-0.3061862289905548,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-0.6123724579811096,0.9185586869716644,0,0,-0.6123724579811096,-0.6123724579811096,-1.8371173739433289,1.530931144952774",""
"react-router-7.18.1/loading-indicator","loading-indicator","embeddingsHashGNN","0.6123724579811096,-0.6123724579811096,0,-0.9185586869716644,-0.3061862289905548,-0.6123724579811096,1.2247449159622192,0.6123724579811096,-0.6123724579811096,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.6123724579811096,-0.9185586869716644,0.9185586869716644,0,0.3061862289905548,0.6123724579811096,0,0,-0.3061862289905548,1.2247449159622192,0,1.530931144952774,-0.6123724579811096,0.6123724579811096,0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-0.6123724579811096,-1.530931144952774,1.2247449159622192",""
"react-router-7.18.1/prompt","prompt","embeddingsHashGNN","0.6123724579811096,-0.9185586869716644,-0.3061862289905548,-0.6123724579811096,-0.9185586869716644,0,1.2247449159622192,1.2247449159622192,-1.2247449159622192,0.3061862289905548,0.6123724579811096,0.6123724579811096,-0.9185586869716644,-0.9185586869716644,0.3061862289905548,0,0,0.3061862289905548,0,0.3061862289905548,-0.3061862289905548,0,-0.6123724579811096,0.6123724579811096,-0.3061862289905548,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,-0.9185586869716644,-0.3061862289905548,-1.530931144952774,1.2247449159622192",""
"react-router-7.18.1/prompts-confirm","prompts-confirm","embeddingsHashGNN","0.6123724579811096,-0.6123724579811096,-0.3061862289905548,-0.6123724579811096,-0.9185586869716644,0,0.9185586869716644,0.9185586869716644,-0.9185586869716644,0.9185586869716644,1.2247449159622192,0.3061862289905548,-1.2247449159622192,-1.2247449159622192,0.6123724579811096,0,0,0.6123724579811096,-0.3061862289905548,0.6123724579811096,0,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,-0.6123724579811096,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,-1.2247449159622192,-0.9185586869716644,-1.8371173739433289,1.530931144952774",""
"react-router-7.18.1/prompts-multi-select","prompts-multi-select","embeddingsHashGNN","0.3061862289905548,-1.2247449159622192,0,-0.6123724579811096,-0.6123724579811096,-0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.6123724579811096,0.9185586869716644,0.6123724579811096,0.6123724579811096,-1.2247449159622192,-0.6123724579811096,0.9185586869716644,0,-0.3061862289905548,0.6123724579811096,0,0.9185586869716644,-0.6123724579811096,-0.3061862289905548,-0.3061862289905548,-0.6123724579811096,-0.6123724579811096,1.2247449159622192,-0.3061862289905548,-0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-1.8371173739433289,1.8371173739433289",""
"react-router-7.18.1/prompts-prompt-base","prompts-prompt-base","embeddingsHashGNN","0.6123724579811096,-0.6123724579811096,0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.3061862289905548,0.9185586869716644,0.3061862289905548,-0.9185586869716644,1.530931144952774,1.2247449159622192,0.3061862289905548,-0.9185586869716644,-0.9185586869716644,0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.9185586869716644,-0.6123724579811096,0.9185586869716644,0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-0.6123724579811096,-1.8371173739433289,2.1433036029338837",""
"react-router-7.18.1/prompts-select","prompts-select","embeddingsHashGNN","0.3061862289905548,-0.9185586869716644,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,0.3061862289905548,0.9185586869716644,-0.6123724579811096,0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.6123724579811096,-0.9185586869716644,0.9185586869716644,0,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0,-0.3061862289905548,-0.3061862289905548,-0.9185586869716644,1.2247449159622192,-0.3061862289905548,0,-0.6123724579811096,-0.3061862289905548,-1.8371173739433289,1.8371173739433289",""
"react-router-7.18.1/prompts-text","prompts-text","embeddingsHashGNN","0.6123724579811096,-0.9185586869716644,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,0,1.2247449159622192,0.6123724579811096,-0.6123724579811096,0.9185586869716644,0.9185586869716644,0.6123724579811096,-0.6123724579811096,-0.9185586869716644,0.9185586869716644,-0.3061862289905548,0,0.6123724579811096,-0.3061862289905548,0,0,0,-0.3061862289905548,0.9185586869716644,-0.9185586869716644,0.9185586869716644,0,-0.6123724579811096,-0.9185586869716644,-1.2247449159622192,-1.8371173739433289,1.8371173739433289",""
"react-router-7.18.1/utils","utils","embeddingsHashGNN","0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-1.2247449159622192,-0.9185586869716644,-0.6123724579811096,0.9185586869716644,0.6123724579811096,-0.6123724579811096,1.2247449159622192,0.9185586869716644,0.3061862289905548,-0.9185586869716644,-1.2247449159622192,0.6123724579811096,0,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,0,-0.6123724579811096,0.9185586869716644,-0.6123724579811096,0.9185586869716644,-0.6123724579811096,-0.3061862289905548,-0.9185586869716644,-1.2247449159622192,-1.8371173739433289,2.1433036029338837",""
"react-router-7.18.1/config","config","embeddingsHashGNN","2.1433036029338837,-0.9185586869716644,0,-0.6123724579811096,0.9185586869716644,-0.9185586869716644,1.530931144952774,0.3061862289905548,1.530931144952774,0,0.3061862289905548,0.3061862289905548,-0.9185586869716644,-0.9185586869716644,-0.3061862289905548,1.530931144952774,-1.2247449159622192,-0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0,0.3061862289905548,0.6123724579811096,2.1433036029338837,-0.3061862289905548,1.530931144952774,1.2247449159622192,-0.6123724579811096,0.3061862289905548,-0.6123724579811096,0.6123724579811096,1.2247449159622192",""
"react-router-7.18.1/manifest","manifest","embeddingsHashGNN","0.6123724579811096,0.3061862289905548,1.530931144952774,-0.9185586869716644,0.6123724579811096,0,0.6123724579811096,0,0.3061862289905548,-0.3061862289905548,1.8371173739433289,0.3061862289905548,0,-1.530931144952774,-0.9185586869716644,0.9185586869716644,-0.6123724579811096,-1.530931144952774,0,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,0.6123724579811096,1.8371173739433289,1.530931144952774,-0.3061862289905548,0,-0.9185586869716644,-0.9185586869716644,-1.2247449159622192,0.3061862289905548,0.6123724579811096",""
"react-router-7.18.1/routes","routes","embeddingsHashGNN","-1.2247449159622192,-0.6123724579811096,0,-0.3061862289905548,0.9185586869716644,0.3061862289905548,0.9185586869716644,0.6123724579811096,1.530931144952774,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.6123724579811096,-0.6123724579811096,0.6123724579811096,0,-1.8371173739433289,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.9185586869716644,0.6123724579811096,0.6123724579811096,0.3061862289905548,-0.9185586869716644,0.6123724579811096,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,2.4494898319244385",""
"react-router-7.18.1/commands","commands","embeddingsHashGNN","0.9185586869716644,-0.6123724579811096,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,-0.3061862289905548,0,0.9185586869716644,1.8371173739433289,-0.3061862289905548,0.9185586869716644,0,-1.2247449159622192,-0.6123724579811096,0.3061862289905548,0.9185586869716644,-0.3061862289905548,-1.530931144952774,-1.2247449159622192,-0.3061862289905548,0.3061862289905548,0.9185586869716644,0.3061862289905548,2.1433036029338837,0.3061862289905548,1.530931144952774,2.4494898319244385,-0.6123724579811096,1.2247449159622192,-1.2247449159622192,0.6123724579811096,0.6123724579811096",""
"react-router-7.18.1/detectPackageManager","detectPackageManager","embeddingsHashGNN","0,-1.2247449159622192,-0.3061862289905548,-0.9185586869716644,0.3061862289905548,-0.3061862289905548,0.9185586869716644,0.3061862289905548,0.9185586869716644,-0.6123724579811096,0,-0.3061862289905548,-1.2247449159622192,-0.9185586869716644,-0.9185586869716644,0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,0,-0.3061862289905548,-0.6123724579811096,1.2247449159622192,0.6123724579811096,-0.9185586869716644,0.6123724579811096,0.9185586869716644,-0.9185586869716644,1.530931144952774,-0.3061862289905548,0.3061862289905548,1.530931144952774",""
"react-router-7.18.1/run","run","embeddingsHashGNN","0.6123724579811096,-0.6123724579811096,-1.2247449159622192,-0.9185586869716644,-0.9185586869716644,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,1.2247449159622192,0,0.6123724579811096,-0.3061862289905548,-0.9185586869716644,0,0.6123724579811096,0.9185586869716644,-0.6123724579811096,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,0.3061862289905548,0.6123724579811096,0,0.9185586869716644,0,1.2247449159622192,2.1433036029338837,-0.6123724579811096,1.530931144952774,-0.6123724579811096,0.6123724579811096,0",""
"react-router-7.18.1/useJavascript","useJavascript","embeddingsHashGNN","0.3061862289905548,-0.6123724579811096,-1.8371173739433289,-1.2247449159622192,-0.6123724579811096,-0.3061862289905548,1.2247449159622192,-0.6123724579811096,0.9185586869716644,1.2247449159622192,0,-0.3061862289905548,-0.6123724579811096,0.3061862289905548,0.3061862289905548,1.2247449159622192,-0.9185586869716644,0,-0.6123724579811096,-1.2247449159622192,0,0.9185586869716644,-0.3061862289905548,1.2247449159622192,-0.3061862289905548,1.2247449159622192,1.530931144952774,-0.3061862289905548,1.530931144952774,-0.3061862289905548,0.6123724579811096,0.3061862289905548",""
"react-router-7.18.1/config","config","embeddingsHashGNN","0.9185586869716644,-0.9185586869716644,0.3061862289905548,-0.9185586869716644,-1.530931144952774,-1.530931144952774,-0.3061862289905548,0.3061862289905548,0,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,0,0,0.6123724579811096,-0.6123724579811096,-1.2247449159622192,0,0,0.3061862289905548,0,0.6123724579811096,0.3061862289905548,0.9185586869716644,1.2247449159622192,0,1.8371173739433289,0.3061862289905548,0.9185586869716644,-1.2247449159622192,-1.2247449159622192,2.4494898319244385",""
"react-router-7.18.1/format","format","embeddingsHashGNN","0.9185586869716644,-0.3061862289905548,-0.9185586869716644,-0.9185586869716644,0.9185586869716644,0.6123724579811096,1.530931144952774,0.9185586869716644,1.530931144952774,0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.9185586869716644,-0.3061862289905548,1.2247449159622192,0,-0.9185586869716644,-0.9185586869716644,-0.9185586869716644,-1.2247449159622192,0,0.9185586869716644,-0.3061862289905548,1.2247449159622192,0.3061862289905548,0.9185586869716644,2.4494898319244385,-0.3061862289905548,0.9185586869716644,-0.6123724579811096,0.3061862289905548,1.530931144952774",""
"react-router-7.18.1/is-react-router-repo","is-react-router-repo","embeddingsHashGNN","-0.6123724579811096,-0.9185586869716644,0,-0.6123724579811096,1.2247449159622192,-0.3061862289905548,0,0.3061862289905548,0.6123724579811096,-0.9185586869716644,-0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.6123724579811096,-1.2247449159622192,0,0.3061862289905548,-1.530931144952774,0,0.9185586869716644,-0.9185586869716644,-0.6123724579811096,0.6123724579811096,1.2247449159622192,0.9185586869716644,0,-0.3061862289905548,0.3061862289905548,0,0.3061862289905548,-0.3061862289905548,1.530931144952774",""
"react-router-7.18.1/routes","routes","embeddingsHashGNN","0,-0.9185586869716644,0.6123724579811096,-0.6123724579811096,0.6123724579811096,-1.530931144952774,1.2247449159622192,0.6123724579811096,1.2247449159622192,0.9185586869716644,1.530931144952774,-0.3061862289905548,-0.6123724579811096,-2.1433036029338837,0.6123724579811096,0,-1.2247449159622192,-0.6123724579811096,-1.2247449159622192,-2.1433036029338837,-0.3061862289905548,0.3061862289905548,0,1.2247449159622192,0.6123724579811096,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,0.6123724579811096,-0.9185586869716644,-0.3061862289905548,2.1433036029338837",""
"react-router-7.18.1/context","context","embeddingsHashGNN","-0.6123724579811096,-1.8371173739433289,1.530931144952774,-0.9185586869716644,-0.6123724579811096,-1.2247449159622192,-0.6123724579811096,0,1.530931144952774,-0.6123724579811096,0,-1.530931144952774,-1.8371173739433289,-0.9185586869716644,-1.2247449159622192,0,-1.2247449159622192,-0.6123724579811096,0.6123724579811096,-0.6123724579811096,0.6123724579811096,-0.9185586869716644,1.2247449159622192,0.9185586869716644,0.3061862289905548,0,1.2247449159622192,-0.9185586869716644,1.530931144952774,0.3061862289905548,-0.6123724579811096,1.530931144952774",""
"react-router-7.18.1/generate","generate","embeddingsHashGNN","1.2247449159622192,-1.530931144952774,1.530931144952774,-2.4494898319244385,0.9185586869716644,-1.2247449159622192,0.9185586869716644,0,0.3061862289905548,-0.3061862289905548,0,-2.4494898319244385,-1.2247449159622192,-1.2247449159622192,0,0,-0.9185586869716644,-0.3061862289905548,-0.3061862289905548,-1.2247449159622192,-0.3061862289905548,0.3061862289905548,0.6123724579811096,2.1433036029338837,0.3061862289905548,0.6123724579811096,1.530931144952774,-0.9185586869716644,0,-0.3061862289905548,-0.6123724579811096,0.9185586869716644",""
"react-router-7.18.1/typegen","typegen","embeddingsHashGNN","2.1433036029338837,-1.2247449159622192,0.6123724579811096,-0.3061862289905548,0,-1.530931144952774,0.9185586869716644,0.3061862289905548,0.9185586869716644,-0.6123724579811096,0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,-1.8371173739433289,0,0.3061862289905548,-1.530931144952774,0,0.3061862289905548,0.9185586869716644,2.1433036029338837,0.9185586869716644,0.6123724579811096,1.2247449159622192,0.3061862289905548,0.9185586869716644,-0.3061862289905548,0,0",""
"react-router-7.18.1/params","params","embeddingsHashGNN","0.6123724579811096,-0.9185586869716644,1.2247449159622192,-1.530931144952774,0.9185586869716644,-1.530931144952774,0,0.6123724579811096,0.9185586869716644,0.3061862289905548,-0.3061862289905548,-1.8371173739433289,-0.9185586869716644,-0.9185586869716644,-0.9185586869716644,0,-1.530931144952774,0,0.6123724579811096,-0.9185586869716644,0.9185586869716644,-0.3061862289905548,0.6123724579811096,1.8371173739433289,-0.3061862289905548,0,0.6123724579811096,-0.3061862289905548,-0.3061862289905548,-0.6123724579811096,0,0.3061862289905548",""
"react-router-7.18.1/route","route","embeddingsHashGNN","0,-0.9185586869716644,0.6123724579811096,-0.9185586869716644,0.9185586869716644,-1.2247449159622192,0.6123724579811096,0.6123724579811096,0.9185586869716644,0.3061862289905548,-0.3061862289905548,-1.2247449159622192,-0.3061862289905548,-0.9185586869716644,0.6123724579811096,0,-1.530931144952774,0,-0.3061862289905548,-1.2247449159622192,0.9185586869716644,-0.6123724579811096,0.3061862289905548,0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0.9185586869716644,-0.9185586869716644,0,-0.6123724579811096,-0.6123724579811096,1.530931144952774",""
"react-router-7.18.1/babel","babel","embeddingsHashGNN","0.9185586869716644,-0.9185586869716644,2.1433036029338837,-0.3061862289905548,0,-1.530931144952774,0,0.3061862289905548,-0.6123724579811096,-0.3061862289905548,0.6123724579811096,-1.8371173739433289,-0.9185586869716644,-1.8371173739433289,0.6123724579811096,-0.6123724579811096,-0.9185586869716644,-0.9185586869716644,0,-1.2247449159622192,-0.9185586869716644,0.9185586869716644,0,1.8371173739433289,1.530931144952774,-1.530931144952774,1.8371173739433289,-0.6123724579811096,0.3061862289905548,0,-0.3061862289905548,0.9185586869716644",""
